name,price,status,shipping,free_returns,items_sold
"YUME D5 - Foldable 52V 2400W Dual Motors, 10inch Tires, 40MPH [READ DESCRIPTION]",20000,Pre-Owned,,False,
Segway Ninebot Kickscooter Max G30LP Electric Scooter 18.6 Certified Refurbished,59900,Certified - Refurbished,0,True,106
Veteran Sherman Electric Unicycle (EUC),205000,Pre-Owned,16706,False,
electric scooter adult with seat,65000,Pre-Owned,9318,False,
Onewheel Pint X Electric Board 2022 Excellent Condition,86000,Pre-Owned,8005,False,
Kaabo Wolf GT Pro scooter - 50 Mph ,140000,Pre-Owned,,False,
"Bird ES4-800 Electric Scooter | 800wt Motor - 28mi Range, 15.5mph (Refurbished)",45900,Pre-Owned,0,False,271
Segway Ninebot MAX G30P Electric Scooter,52400,Brand New,9318,False,
varla electric scooter,49900,Pre-Owned,,False,
Onewheel Pint X Electric Board,122500,Brand New,0,False,
Segway Ninebot MAX G30P Electric Foldable and Portable Kick Scooter - Dark Gray,63500,Refurbished,0,True,
Electric Scooter Adult Scooters KidsScooters Portable Folding E-Scooter Scooters,19836,Brand New,0,False,
Boosted Mini X Electric Skateboard 20 MPH 250 LBS MAX,20000,Pre-Owned,5000,False,
"onewheel gt, Enduro Tire. Lightning Rails",290000,Pre-Owned,5816,False,
electric scooter adult 2000w,105000,Pre-Owned,,False,
Razor Color Rave Electric Scooter Black - Run Time Up To 30 Minutes Max 110 Lbs,8009,Brand New,0,True,
ELECTRIC SCOOTER ADULT 350W LONG RANGE 30KM HIGH SPEED 25M/H,31900,Brand New,0,False,
Push Scooters for Adults Kids Teens Foldable Kick Scooter Adjustable Height!!,6999,Brand New,0,False,
"Topmate ES32 Electric Tricycle for Adult, Foldable 3 Wheel Mobility Scooter",49900,Pre-Owned,0,False,
🔥USED S10 FOLDING ELECTRIC SCOOTER 25KM/H 250W COMMUTER ADULT E-SCOOTER 180WH🔋,17999,Pre-Owned,0,False,
Razor Color Rave Electric Scooter Black - Run Time Up To 30 Minutes Max 110 Lbs,8009,Brand New,0,True,
varla electric scooter,49900,Pre-Owned,,False,
Segway Ninebot MAX G30P Electric Foldable and Portable Kick Scooter - Dark Gray,63500,Refurbished,0,True,
electric scooter adult 2000w,105000,Pre-Owned,,False,
"5600W Dual Motor Electric Scooter Adult with Seat 55+MPH 11"" Off-road Foldable",138950,Brand New,0,False,11
Hiboy S2 Lite Folding Electric Scooter 250W Teens Adult Commuter Kick E-scooter,32999,Brand New,0,False,24
New ListingMegawheels Electric Scooter Folding E-Scooter 250W Black Max Speed 23KM/H,19834,Brand New,0,False,
New ListingGOTRAX G4 260W Commuting Electric Scooter - 082-07-6192 (Black),30000,Pre-Owned,9318,False,
"Gotrax V2 Commuting Foldable Electric Scooter Adult 8.5"" Tire 15.5MPH Range 250W",34999,Brand New,0,True,
New ListingAdult 19 Mile Kick Electric Scooter Long Range Folding E-scooter Urban Commuter,8999,Brand New,0,False,
New Listing450W Sports Electric Scooter with Seat Electric Moped Commuter E-Scooter Adults,46999,Brand New,0,False,
Electric Scooter for Adults Long Range Battery Off Road E-Scooter Safe Commuter,65999,Brand New,0,False,
"Swgtron 6.5"" Hoverboard Electric Self Balancing Scooter Hover Board for Kids UL",8419,Refurbished,0,True,
Airwheel X3 Electric Unicycle With 130Wh Battery 9.4mph 14in Tire （White）,35910,Brand New,0,True,
"onewheel gt, Enduro Tire. Lightning Rails",290000,Pre-Owned,5816,False,
MotoTec 2000w 48v Electric Scooter Black,94900,Brand New,0,False,67
New ListingElectric Scooter Seat For Xiaomi M365 Pro 2 40-60cm Adjustable,6500,Brand New,0,True,
Snap On Segway Ninebot S New!,36500,New (Other),4000,False,
Hiboy Electric Scooter Adults Long Range Battery Kick E Scooter Safe Commuter,36999,Brand New,0,True,
Hover-1 H1-DMO-BF20 Dynamo LCD Display Air-Filled Tires 16 MPH Max Speed,14900,Pre-Owned,0,True,
Hiboy Titan Electric Scooter - New in Box,70000,Brand New,4882,False,
New ListingElectric Scooter Seat PU + Aluminum Alloy For Xiaomi 40-60cm Height Adjustable,6500,Brand New,0,True,
"6.5"" Hoverboard Electric Self Balancing Scooter No Bag HooverBoard for Kids Used",6999,Refurbished,0,False,
New ListingSegway Ninebot eKickScooter Zing C8 For Kids Gray BROKEN,5000,Parts Only,0,True,
ELECTRIC SCOOTER LONG RANGE FOLDING ADULT KICK E-SCOOTER SAFE URBAN COMMUTER US,22399,Brand New,0,False,
BD Vader BD1578Z Electric Scooter Moped E-Motorcycle 2000w,95000,New (Other),,False,
Swagtron Electric Scooter Portable & Folding E-Scooter High Speed Cruise Control,18679,Refurbished,0,True,158
"MEGAWHEELS S10, FOLDABLE ADULT ELECTRIC SCOOTER, 8.0"" HONEYCOMB TIRE, 250W MOTOR",21999,Brand New,0,False,
"Gotrax V2 Commuting Foldable Electric Scooter Adult 8.5"" Tire 15.5MPH Range 250W",34999,Brand New,0,True,
"Razor MX400 Dirt Rocket 24V Electric Motocross Dirt Bike, White (For Parts)",15299,Pre-Owned,0,False,54
Bird Flex Electric Scooter - Black,29300,Brand New,9718,False,
Boosted Mini X Electric Skateboard 20 MPH 250 LBS MAX,20000,Pre-Owned,5000,False,
New Listingelectric scooter,30000,Pre-Owned,9318,False,
Segway Ninebot F25 Foldable Commuter Electric Kick Scooter - Dark Grey,30995,Refurbished,0,True,
Hover Go Kart Hoverkart For Electric Scooter Switch Electric Cart Two Wheel,5090,Brand New,0,True,
iScooter Max Electric Scooter Adult 21mph Max Speed 500W 27KM Long Range Urban,44910,New (Other),0,True,
"Megawheels Electric Scooter, 250W Motor, Max Speed 23KM/H,12KM Range, E-Scooter",19900,Brand New,0,False,
New ListingV10 Electric Scooter Adults Folding 500W 36V E-Scooter Safe Urban Commuter 15AH,45627,Brand New,0,True,
New ListingElectric Scooter Seat PU + Aluminum Alloy  For Xiaomi M365 Pro 2,6502,Brand New,0,True,
Swagtron 18 Mph Electric Scooter Adult Folding E-Scooter Long Range SG5 Boost,29800,Brand New,0,True,
"Hover-1  Blast UL Certified Electric Hoverboard w/  LED Wheels, LED Sensor",9999,Brand New,0,True,38
New ListingLot of 2 T3 Motion Patroller Segway Electric Vehicles W/Batteries & Chargers ,500000,Pre-Owned,,False,
Folding Electric Scooter - (READ DESC.),7999,Pre-Owned,,False,
Hiboy TITAN PRO 2400W Electric Scooter - Black (‎S12),70000,Pre-Owned,,False,
Segway Ninebot Kick Scooter MAX G30 Smart Electric Scooter foldable Fast Charge,60000,Brand New,0,False,
New ListingINMOTION V11 Electric Unicycle 18-inch One-Wheel 2200W Motor and 31mph Max~  New,169500,Brand New,16833,True,
Tomofree Electric Scooter for Adults Folding Commuter E-scooter 48V 15Ah 800W,63920,Brand New,0,True,
3200w 20.8AH 65Km/h 50Km 150Kgs Electric Scooter Adult Dual Motor E-scooter,129900,Brand New,0,False,
onewheel gt with treaded tire never rode 0 miles basically brand new,175000,Brand New,8005,False,
5TH WHEEL Electric Scooter  Adult Foldable Triple Brake System 350W Motor New,25500,Brand New,0,False,
500W Motor Adult Electric Scooter Ebike Seat 25MPH Folding E-Scooter Long Range,60000,Brand New,19998,False,
Onewheel Pint orange low miles,63900,Pre-Owned,11025,False,
Segway Ninebot MAX G30P Foldable Electric Kick Scooter,31900,Pre-Owned,6216,False,
Kingsong S22 3300W Electric Unicycle Scooter Bike,250000,New (Other),18384,False,
iScooter Electric Scooter 15 mph Adult E-Scooter 8.5 Inch 500W Foldable US Stock,25509,New (Other),0,True,
Onewheel unbranded Self-Balancing Electric Skateboard - Red unbranded,60000,Brand New,2500,False,
New Listing450 Watt Electric Scooter Electric Bike for Adult Black,46500,Brand New,0,False,
500W MOTOR ELECTRIC SCOOTER WITH SEAT FOLDING E-SCOOTER EBIKE COMMUTER ADULTS US,59788,Brand New,0,False,
Emove cruiser 52V 1600W Dual Suspension - Long Range Electric Scooter,65000,Parts Only,16801,False,
New ListingEmove Touring electric scooter,54900,Pre-Owned,12500,False,
Neon Nitro 8 One Wheel Electric Scooter powers on,6999,Pre-Owned,9318,False,
8.5'' Off-Road Hoverboard Electric Hoover board w/ Bluetooth Adults No bag UL,12599,Refurbished,0,False,
TravelScoot Deluxe Compact Electric Lightweight Mobility Scooter,51000,Pre-Owned,8000,False,
Portable Electric Scooter Dual Motor 12 Inch Off-road for Adults E Scooter IP54,46999,Brand New,0,False,
Electric Scooter for Adult with Seat 5600W Dual Motor 11 Inch Off Road Tire,127960,Brand New,0,False,6
Motor Adults Electric Scooter Seat 27MPH Folding E-Scooter eBike Commuter 500W,50199,Brand New,0,False,
New Listing2 Scooters Parts Only,5000,Parts Only,,False,
🛴ELECTRIC SCOOTER Adult🔥Long Range Folding KICK E-SCOOTER SAFE URBAN COMMUTER,24999,New (Other),0,True,
Koowheel Hovershoes Battery 2pcs,5999,Brand New,0,False,45
New Listing Folding Electric Scooter Seat 24mph Adults Off Road E-Scooter Christmas gifts,50649,Brand New,0,False,
2022 Kick Electric Scooter for Kids and Adults Urban Commuter Folding E-Scooter,17289,Brand New,0,False,
"🛴ELECTRIC SCOOTER ADULT,LONG RANGE 13MILES,FOLDING ESCOOTER SAFE URBAN COMMUTER",25900,Brand New,0,False,
2022 Kick Electric Scooter for Kids and Adults Urban Commuter Folding E-Scooter,17289,Brand New,0,False,
"🛴ELECTRIC SCOOTER ADULT,LONG RANGE 13MILES,FOLDING ESCOOTER SAFE URBAN COMMUTER",25900,Brand New,0,False,
5TH WHEEL Adult Foldable Electric Scooter Triple Brake System 350W Motor New,28899,Brand New,0,False,
48V Electric Scooter Long Range Adults E-Scooter Safe Urban Commuter Waterproof,49799,Brand New,0,False,
Koowheel Hovershoes Battery 2pcs,5999,Brand New,0,False,45
New Listing Folding Electric Scooter Seat 24mph Adults Off Road E-Scooter Christmas gifts,50649,Brand New,0,False,
"Gotrax Gmax Ultra Electric Scooter 10"" Tires 45 Mi 20 MPH Folding Cruise Control",50000,Pre-Owned,8104,False,
"CycleBoard Rover All-Terrain Electric Scooter |  27 MPH, 40 Miles Range, 30% Inc",84000,Pre-Owned,,False,
Segway Ninebot F25 Foldable Commuter Electric Kick Scooter - Dark Grey,30999,Refurbished,0,True,
New ListingNIU KQi3 Sport Foldable Electric Kick Scooter-Adults w/40KM Operating Range,50000,New (Other),0,False,
New ListingSegway Ninebot F25 Foldable Commuter Electric Kick Scooter - Dark Grey,19900,Pre-Owned,5000,False,
70KM Distance Electric Scooter 48V 2400W Escooter Adults 40 MPH Speed with Seat,99900,Brand New,0,False,
"Contixo S100 Foldable Electric Scooter - 180W, LED Wheels, 30Min Ride, Helmet",8199,Pre-Owned,0,True,
"Folding  Electric Scooter 500W Motor, Up to 28MPH & 25 Miles, 10"" Off Road Tires",60341,Brand New,0,False,
Iscooter i9max Adults Electric Scooter Long Range 500W 21mph Safe Urban Commuter,38829,Brand New,0,True,
Electric Scooter 15.5mph Long Range Folding Adult Kick E-Scooter Urban Commuter,23699,Brand New,0,False,
Folding Electric Scooter with Seat for Adult Commuter E-Scooter with 800W Motor,63649,Brand New,0,False,
SwagTron Swagger 5 High Speed Electric Scooter with Cruise Control -  109012C2,13900,Brand New,9318,False,
Segway Ninebot MAX G30P Electric Foldable and Portable Kick Scooter - Dark Gray,64995,Pre-Owned,0,True,
New ListingINOKIM - Light2 Scooter w/25 miles Max Operating Range & 21 mph Max Speed White,59999,New (Other),0,False,
"6.5"" Hoverboard Electric Self Balancing Scooter No Bag Hover Board Kart for Kids",6999,Refurbished,0,False,
Hard To Find Authentic Segway OEM Cargo Trail Bag Backpack Storage,3999,Pre-Owned,1710,False,
Brand new full size electric motorcycle ,420000,Brand New,,False,
Onewheel Plus XR  Bundle,162500,Refurbished,7644,False,
MEGAWHEELS S10 5000mAh Folding Adult Electric Scooter Commuter 250W EScooter,22899,Brand New,0,False,
48V 350W Motor Adults Electric Scooter With Seat Folding E-Scooter Commuter US,50079,Brand New,0,False,
Razor EcoSmart Metro HD 350W Kick Electric Scooter,11250,Pre-Owned,14931,False,
"Hoverboard 6.5"" Electric Self-Balance Scooter Adult Hoover board no bag for Kids",7999,Refurbished,0,False,
iScooter Electric Scooter Adult Foldable 21mph Max Speed 500W Motor URBAN COMMUT,44910,Brand New,0,True,
Kick Electric Scooter for Kids Urban Commuter Folding E-Scooter Gift,16430,Brand New,0,False,
🛴Electric Scooter Adult 21 mph 500W Motor 32 km 10 inch Foldable URBAN COMMUTER,38800,New (Other),0,True,
Megawheels Folding Electric Scooter High Speed Adult Scooter 7.5Ah 250W,25834,Brand New,0,False,
"Electric Scooter Adult 10"" 500W Long Range Off Road Commuter E-Scooter",37799,Brand New,0,True,
Himo Electric Bike H1 - Yellow,30510,Brand New,1929,False,
New ListingSegway Ninebot eKickScooter Zing C8 For Kids Gray BROKEN,5000,Parts Only,0,True,
MotoTec 48v Pro Electric Dirt Bike 1600w Lithium Blue,109900,Brand New,0,False,
Jetson Highline Light Up Electric Folding Scooter - Black,8000,New (Other),9718,False,
Segway Ninebot KickScooter F30 Folding Electric Kick Scooter - Dark Gray,30999,Pre-Owned,0,True,
"800W Motor Electric Scooter Adult with Seat 27 mph 10"" Off-road Tire Foldable",66499,Brand New,0,False,
"🔥S10 ADULT ELECTRIC SCOOTER, 250W MOTOR, UP TO 15MPH, 180WH, FOLDABLE E-SCOOTER",17999,Pre-Owned,0,False,
New Listing2 in 1 electric scooter for kids,17000,Brand New,2925,False,
Electric Motorcycle Scooter Adult,220000,Brand New,,False,
Segway Ninebot ES4 Electric Scooter (Refurbished Non-Folding Version),39900,Refurbished,10217,False,
New ListingElectric Scooter with Seat for Adult Safe Commuter E-Scooter with 2000W Motor,89999,Brand New,0,False,
ELECTRIC SCOOTER LONG RANGE FOLDING ADULT KIDS KICK ESCOOTER SAFE URBAN COMMUTER,19900,Brand New,0,False,
MAXTRA Adjustable Kids Foldable Kick Electric Scooter 10mph 60 Mins Long Battery,12976,Brand New,0,False,
"500W Motor Electric Scooter Adult with Seat 27 MPH 10"" Off-road Tire Foldable",60163,Brand New,0,False,
LTXTREME Viro Rides 550E 100W Green Electric Scooter**PLEASE READ DESCRIPTION**,6000,Pre-Owned,9134,False,
Razor E200 Electric Scooter - White,4500,Pre-Owned,9318,False,
Hover-1 - Alpha Foldable Electric Scooter w/ 17.4 mph Max Speed [H1-ALPHA-BLK],19795,Pre-Owned,,False,
Inmotion Electric Unicycle V12 HS (High-Speed),209900,Brand New,0,False,
SAY YEAH Adult Electric Scooter 350w Motor 36V Up to 17 mph E-Bike for Commuter,47800,Brand New,0,False,
OneWheel Pint 2 miles on it from new. ,70000,Pre-Owned,8005,False,
onewheel gt And Onewheel Xr,265000,Pre-Owned,15960,False,
"Folding Dual Motor 72V 8000W Electric Scooter 14"" Off Road Tire E Scooter US NEW",246999,Brand New,0,False,
"Electric Scooter Urban Commuter 18.6 Miles Long Range 8.5"" Tire 350w Motor",29495,Brand New,6500,False,20
BLADEZ XTR-S 450 WATT 24V ELECTRIC SCOOTER,20250,Pre-Owned,,False,
Segway Ninebot MAX G30P Foldable Electric Kick Scooter,54999,Pre-Owned,0,True,
New ListingSegway Ninebot S Smart Self-Balancing Electric Transporter - Black,52000,Brand New,4776,False,
"Gotrax G4 Foldable Commuting Electric Scooter 10"" Air filled Tires 20Mph 25Mile",69999,Brand New,0,True,
"36V Adult Electric Scooter Long-Range,City Commuter Folding E-Scooter,Waterproof",22792,Brand New,0,False,
onewheel pint x,180000,Pre-Owned,13617,False,
Brand New Dualtron Compact Electric Scooter 60 volt 21Ah  265 lbs capacity 3400W,239992,Brand New,0,False,
Tomofree Electric Scooter for Adults Commuter E-scooter 48V 15Ah 800W USA,79900,Brand New,0,True,
Segway SuperScooter GT1 by Ninebot 37.3 mph Top Speed 43.5 Mile Sport Scooter,250000,Brand New,0,True,
"Razor E125 Motorized 24-Volt Rechargeable Electric Scooter, Black, Silver, Red",4999,Pre-Owned,3999,False,
42V Scooter Charger 2A For Bird Lime-S Spin Xiaomi m365 Pro Segway Ninebot ES4,1369,Brand New,0,True,
18Inch Fat Tire Adult Electric Scooter 3000W Motor Charging Mileage 35-50KM USA,22550,Brand New,199999,False,
New Listing500W Commuter Foldable Electric Scooter 19 mph off Road E-Scooter 15Ah,46887,Brand New,0,False,
Segway Ninebot MAX G30P Electric Foldable and Portable Kick Scooter - Dark Gray,69995,Refurbished,0,True,
48V500W Fat Tire Electric Scooter Folding Long Range 25 MPH  Safe for Adults,65900,Brand New,3995,False,
electric scooter adult 500w,30595,Brand New,0,False,
Segway Ninebot F30 Scooter,21600,Pre-Owned,9318,False,
US Stock Electric Scooter With Seat Folding Motor Adults E-Scooter Commuter,50899,Brand New,0,True,
 450W Sports Electric Scooter Adult with Seat Electric Moped Commuter E-Scooter,46999,Brand New,0,False,
"Hiboy MAX3 Electric Scooter 10"" Off Road Tire 17 Miles 18.6 MPH Adult Scooter ",43999,Brand New,0,False,
Adult Electric Scooter E-scooter Portable Folding Safe Urban Commuter Long Range,19900,Brand New,0,False,
Electric Scooter With Seat Folding 350W 48V Motor Adults E-Scooter Commuter US,56235,Brand New,0,True,
FOLDABLE ELECTRIC SCOOTER 15MPH 250W ADULT E-SCOOTER DOUBLE BRAKE SAFE COMMUTE,25900,Brand New,0,False,
New Listingscooter electric adult,30000,Brand New,,False,
MEGAWHEELS ELECTRIC SCOOTER FOLDING KICK E-SCOOTER 250W ALUMINUM ADULT SCOOTER,25834,Brand New,0,False,
Bird Air Electric Scooter Jet Black NEW,37999,New (Other),,False,
Segway eMoped C80 Moped 52 mile Max Operating Range 20mph Max Speed Yellow Gray,139995,Pre-Owned,0,True,
Electric Chopper Motorcycle Scooter,220000,Brand New,,False,
boyuda 52mph scooter needs rewiring with a new throttle,65000,Pre-Owned,0,False,
New ListingElectric scooter Ages 6-12,37700,Brand New,0,False,
Segway Ninebot F30 Scooter,21600,Pre-Owned,9318,False,
Freego EV 2000W Folding Electric Scooter 48V 20Ah Off-Road Waterproof E-Scooter,85840,Brand New,0,False,62
Razor MX650 Dirt Rocket Electric Motocross Bike - Yellow New In Box Local Pickup,45000,Brand New,,False,
800W Electric Scooter Adults Long Range Battery Off Road E-Scooter Safe Commuter,66499,Brand New,0,False,
OOKTEK V8 Electric Scooter Adult Foldable 22Miles 350W Kick E-scooter Commuter,27999,Brand New,0,False,
Surfwheel SU (HX) One Wheel Electric Skateboard (36v) Scooter,14900,New (Other),1999,False,
Emove Cruiser Bundle - 2021 Model ,80000,Pre-Owned,,False,
electric scooter,45000,Pre-Owned,,False,
electric scooter adult,25000,Brand New,12874,False,
Electric Scooter 2000W Dual Motor 60KM/H Fast Electric Scooters Adults 10'' Tire,99999,Brand New,0,False,
Razor E100 Motorized 24V Electric Powered Ride-On Scooter - Black (Used),11295,Pre-Owned,0,False,60
ELECTRIC SCOOTER 7.5AH 250W ADULT KICK E-SCOOTER SAFE URBAN COMMUTER FOLDABLE,25837,Brand New,0,False,
"Off Road Dual Motor Electric Scooter Adult With Seat 11"" Long Range 55+MPH",133980,Brand New,0,False,27
Segway Superscooter by Ninebot GT2 Electric Kick Scooter Outdoor,370000,Brand New,0,True,
"Hover-1 Journey Electric Folding Scooter, H1-JNY-YLW, Yellow",24500,Certified - Refurbished,0,True,
Segway Ninebot S N3M240 Smart Self-Balancing Electric Transporter - Black,31000,Pre-Owned,,False,
High Perfomance Electric Moped  2000 Watt,219500,Brand New,0,False,
Hiboy S2 Pro Electric Scooter Adult 40KM Long Range Folding Scooter Commuter APP,49999,Brand New,0,False,
Splach Swift Electric Scooter,69900,Brand New,9900,False,
AOVOPRO Electric Scooter 350W Dual Brake App LCD Display Waterproof Foldable NEW,29600,Brand New,0,False,
🛴ELECTRIC SCOOTER LONG RANGE FOLDING ADULT KICK E-SCOOTER SAFE URBAN COMMUTER,44900,New (Other),0,True,
Apollo phantom V2,180000,Pre-Owned,,False,
segway i2,250000,Pre-Owned,50000,False,
Segway Ninebot F30 Scooter 18.6 Max Operating Range & 15.5mph Max Speed - Gray,21600,Pre-Owned,8005,False,
"6.5"" Electric Hoverboard Scooter Hoverkart  Bluetooth Hooverboard no bag go kart",16998,Brand New,0,False,81
Hover-1 Helix Electric 6.5 Bluetooth Self Balancing Hoverboard  UL2272 Certified,8499,Certified - Refurbished,0,False,
"Hiboy Adult Electric Kick Scooter MAX3 18.6 MPH 10"" Off Road Tires 350W escooter",35999,Refurbished,0,False,
Tomofree Electric Scooter for Adults Commuter E-scooter 48V 15Ah 800W USA,79900,Brand New,0,True,
AOVOPRO ESMAX Electric Scooter 35km/h Max Speed 500W Motor Double Suspension New,59900,Brand New,0,False,
Folding Electric Scooter Kugoo M2 Pro 350W 30km/h 10ah Adult Kick E-scooters,26800,Brand New,0,False,
"New ListingGoTrax NovaPro Hoverboard, Electric scooter offroad, bluetooth speakers, LED",13000,Brand New,0,False,
Genuine GR3691 LG GLW Battery 90Wh 36VDC for Razor DLX 2.0 Scooter - No Charger ,4499,Brand New,0,False,
Hover-1 H1 Bluetooth Speaker 9.5 MPH Self Balancing Scooter  UL2272 Certified,10999,Certified - Refurbished,0,True,57
Unagi Model One E500 Dual Motor Foldable Electric Scooter + Extra Charger,59900,Pre-Owned,10956,False,
Hiboy S2 Electric Scooter 17 Miles Long Range City Commuter 19MPH e Scooter,39999,Brand New,0,False,66
"Eletric Unicycle, Veteran Sherman",250000,Pre-Owned,,False,
NEW Electric Scooter Adult Dual Motor 11inch Off Road Tires Fast Speed 60v 5600w,138900,Brand New,0,False,
